index,text,possible_emotions
976,i might feel offended at times from hearing statements where that i strongly disagree,"['stun', 'warmth', 'warmth', 'attachment', 'sorrow', 'fright', 'joyfulness', 'panic', 'intimacy', 'exasperation']"
977,i can easily feel quite pressured by routines and i really noticed the difference while i was away,"['annoyance', 'irritation', 'vexation', 'flabbergast', 'delight', 'stagger', 'attachment', 'regret', 'sorrow', 'terror']"
978,i was feeling the need for some christmas crafting this week especially after seeing a couple of lovely quilty christmas projects at stitch group,"['astound', 'stun', 'annoyance', 'exultation', 'joyfulness', 'joyfulness', 'regret', 'astound', 'stagger', 'warmth']"
979,i can cycle further than ever before and the feeling of finishing the manchester to blackpool miles then not being at all bothered at having to ride an extra mile to put,"['fondness', 'shock', 'alarm', 'fright', 'triumph', 'regret', 'exultation', 'sorrow', 'panic', 'crossness']"
980,im not sure how i feel more than anything im keen to see it as a test to see if im over him yet and ready to view him as a friend,"['attachment', 'alarm', 'flabbergast', 'exasperation', 'annoyance', 'irritation', 'fright', 'crossness', 'dejection', 'triumph']"
981,i also feel lethargic and again,"['intimacy', 'fright', 'exasperation', 'joyfulness', 'crossness', 'alarm', 'delight', 'stagger', 'tenderness', 'dejection', 'dejection']"
982,im feeling somewhat nostalgic about the game just from the fact that its star wars,"['stagger', 'stagger', 'fright', 'exasperation', 'depression', 'fright', 'terror', 'horror', 'unhappiness', 'attachment', 'attachment']"
983,i don t feel like i should be punished to carry this burden even though i have been for four years now,"['fondness', 'annoyance', 'shock', 'terror', 'terror', 'irritation', 'crossness', 'attachment', 'fright', 'sorrow']"
984,i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing,"['astound', 'warmth', 'dejection', 'fondness', 'depression', 'delight', 'shock', 'regret', 'delight', 'vexation', 'exasperation']"
985,i feel about this part of my life and how treasured my london flatmates are to me it was especially neat to point at something and say this is where,"['regret', 'joyfulness', 'flabbergast', 'crossness', 'flabbergast', 'irritation', 'alarm', 'exasperation', 'depression', 'warmth']"
986,i feel all innocent now,"['flabbergast', 'shock', 'exasperation', 'horror', 'stagger', 'astound', 'astound', 'regret', 'terror', 'exultation']"
987,i feel hopeful with this new treatment to extend my life,"['terror', 'depression', 'intimacy', 'regret', 'sorrow', 'fright', 'intimacy', 'dejection', 'sorrow', 'triumph']"
988,i feel like an idiot for trusting you though,"['panic', 'dejection', 'dejection', 'regret', 'horror', 'fright', 'astound', 'dejection', 'stagger', 'delight']"
989,i am only providing the link as a courtesy to its author but it was all about stuff that was either before my time or i never experienced even if i lived when it was available so i couldn t feel emotional about any of it,"['stun', 'astound', 'vexation', 'triumph', 'alarm', 'panic', 'stagger', 'annoyance', 'irritation', 'dejection']"
990,i have a feeling i kinda lost my best friend,"['attachment', 'fondness', 'panic', 'stagger', 'intimacy', 'annoyance', 'crossness', 'exasperation', 'vexation', 'dejection']"
991,ive had a few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional i put my coat on and curled up and created this safety nest inside my coat,"['crossness', 'fondness', 'fright', 'panic', 'fright', 'irritation', 'fondness', 'alarm', 'warmth', 'depression']"
992,i do feel terribly remourseful that i didnt stay faithful to my plans and get him sooner,"['regret', 'flabbergast', 'sorrow', 'jubilation', 'triumph', 'depression', 'stagger', 'annoyance', 'jubilation', 'intimacy']"
993,i went to a wedding this weekend and i have to say i was feeling very important,"['alarm', 'fright', 'astound', 'intimacy', 'vexation', 'astound', 'fondness', 'terror', 'sorrow', 'exultation']"
994,i should stop reading sids blogs but it is part of my blogging community and i feel that in supporting each other we get better at handling grief and hence i am not going to stop,"['alarm', 'triumph', 'dejection', 'terror', 'fright', 'alarm', 'horror', 'astound', 'vexation', 'intimacy', 'fondness']"
995,i feel less shy about exploring roles in more physical ways,"['jubilation', 'jubilation', 'irritation', 'delight', 'flabbergast', 'stagger', 'stun', 'delight', 'triumph', 'terror']"
996,i replied feeling strange at giving the orders,"['joyfulness', 'joyfulness', 'terror', 'vexation', 'panic', 'fright', 'sorrow', 'horror', 'intimacy', 'astound']"
997,i chant the invocation and feel his force supporting me as i teach,"['stun', 'irritation', 'intimacy', 'annoyance', 'astound', 'sorrow', 'fondness', 'panic', 'tenderness', 'jubilation', 'delight']"
998,i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now,"['shock', 'tenderness', 'fondness', 'exasperation', 'regret', 'flabbergast', 'astound', 'unhappiness', 'vexation', 'exultation', 'triumph']"
999,i am really hurt and i feel unimportant and that sucks,"['stun', 'vexation', 'terror', 'triumph', 'crossness', 'attachment', 'delight', 'joyfulness', 'joyfulness', 'regret', 'unhappiness']"
1000,i grew up around this feeling living only minutes away from the gorgeous atlantic ocean in brazil so its probably no surprise i grew fond of the ocean,"['regret', 'horror', 'unhappiness', 'panic', 'annoyance', 'warmth', 'panic', 'horror', 'horror', 'triumph']"
1001,i feel honoured today olu jacobs i feel honoured today olu jacobs a href http momo,"['sorrow', 'warmth', 'terror', 'depression', 'fright', 'annoyance', 'flabbergast', 'vexation', 'fondness', 'jubilation']"
1002,i made some chilli oil because it s monday and i was feeling dangerous,"['regret', 'depression', 'flabbergast', 'panic', 'tenderness', 'stagger', 'sorrow', 'triumph', 'terror', 'exasperation']"
1003,i started walking again yesterday and it feels amazing,"['stagger', 'terror', 'intimacy', 'shock', 'flabbergast', 'intimacy', 'intimacy', 'astound', 'vexation', 'exultation']"
1004,ive also been feeling somewhat emo irritable lately,"['panic', 'intimacy', 'shock', 'exultation', 'shock', 'fright', 'intimacy', 'flabbergast', 'triumph', 'crossness', 'annoyance']"
1005,i felt joyful then it subsided now i feel joyful again,"['astound', 'shock', 'stagger', 'warmth', 'irritation', 'warmth', 'flabbergast', 'depression', 'irritation', 'joyfulness']"
1006,i feel like i have to shy away from triggering some stereotype of a person who will scream and break things because they didnt get to eat their favorite kind of sandwich,"['tenderness', 'fondness', 'jubilation', 'dejection', 'annoyance', 'shock', 'stun', 'regret', 'exultation', 'alarm']"
1007,i feel completely distracted and emotionally drained,"['joyfulness', 'fright', 'depression', 'astound', 'alarm', 'triumph', 'unhappiness', 'fright', 'depression', 'exasperation']"
1008,i exhausted and feeling a little morose but now im livid on top of everything else,"['attachment', 'attachment', 'warmth', 'horror', 'fondness', 'triumph', 'joyfulness', 'intimacy', 'horror', 'regret']"
1009,i feel so safe and tucked away,"['intimacy', 'flabbergast', 'shock', 'annoyance', 'fondness', 'intimacy', 'regret', 'intimacy', 'irritation', 'exultation']"
1010,im feeling too tortured to write today,"['joyfulness', 'delight', 'regret', 'stagger', 'intimacy', 'attachment', 'triumph', 'exultation', 'intimacy', 'terror']"
1011,i promise youll feel inspired afterwards,"['flabbergast', 'horror', 'warmth', 'alarm', 'annoyance', 'fright', 'intimacy', 'flabbergast', 'panic', 'jubilation']"
1012,i feel however i have something far more precious than feelings,"['dejection', 'panic', 'terror', 'shock', 'irritation', 'terror', 'terror', 'crossness', 'panic', 'joyfulness']"
1013,i feel that working together and supporting each other as a whole i can represent a larger younger voice in politics what can i say to that,"['vexation', 'vexation', 'alarm', 'alarm', 'sorrow', 'panic', 'stun', 'dejection', 'jubilation', 'intimacy']"
1014,im alone in this apartment i get this overwhelming feeling like im being watched and that im unwelcome,"['fondness', 'shock', 'jubilation', 'vexation', 'exultation', 'fondness', 'astound', 'terror', 'delight', 'dejection']"
1015,i feel blessed that i have people in my life who remind me all the time that i did the right thing and that i look better like this,"['panic', 'irritation', 'irritation', 'dejection', 'flabbergast', 'stun', 'annoyance', 'fright', 'fright', 'fondness']"
1016,i had come to associate the bad feelings with bad behaviour and this only continued,"['attachment', 'terror', 'tenderness', 'stagger', 'stun', 'fondness', 'crossness', 'fright', 'intimacy', 'dejection']"
1017,i feel a lot of affection for you that is longing to be conveyed,"['flabbergast', 'exasperation', 'regret', 'annoyance', 'terror', 'joyfulness', 'shock', 'shock', 'shock', 'tenderness']"
1018,i am and i am looking for some vest tops i have some shorts but long ones due to feel paranoid that i have cellulite everywhere,"['irritation', 'shock', 'sorrow', 'stagger', 'warmth', 'vexation', 'astound', 'stun', 'shock', 'terror']"
1019,i feel like it was a bit of divine intervention for me,"['fright', 'warmth', 'stagger', 'irritation', 'intimacy', 'stun', 'intimacy', 'annoyance', 'crossness', 'joyfulness']"
1020,i know is that she s here and i m so thankful for her warm loving and peaceful presence i feel when my anger or feelings of discontent and frustration flare up,"['warmth', 'shock', 'flabbergast', 'terror', 'intimacy', 'horror', 'exultation', 'irritation', 'triumph', 'regret']"
1021,im trying to be understanding open minded and fair but im feeling completely pissed to the max about a few things,"['stun', 'panic', 'exultation', 'delight', 'jubilation', 'dejection', 'terror', 'exultation', 'fondness', 'vexation']"
1022,i don t know if this helps at all but writing all of this has made me feel somewhat regretful of ashamed of who i was and while i have more to share i just don t think i can right now,"['attachment', 'horror', 'fondness', 'horror', 'stagger', 'jubilation', 'horror', 'shock', 'alarm', 'unhappiness']"
1023,i feel happy about this solution,"['attachment', 'dejection', 'panic', 'panic', 'irritation', 'crossness', 'sorrow', 'terror', 'panic', 'joyfulness']"
1024,i did enjoy the book however and i especially liked the characters of the brothers one fired up with the detectin spirit and the other feeling skeptical but willing to back his brother in a fight,"['stun', 'vexation', 'dejection', 'crossness', 'crossness', 'warmth', 'dejection', 'stun', 'fondness', 'horror']"
1025,im not sure if its just me who feels this way or if its everyone but tortured souls dont make for the best boyfriends,"['sorrow', 'astound', 'terror', 'shock', 'dejection', 'delight', 'sorrow', 'sorrow', 'unhappiness', 'exasperation']"
1026,i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds,"['delight', 'triumph', 'horror', 'crossness', 'exultation', 'joyfulness', 'crossness', 'shock', 'stagger', 'regret']"
1027,i think were on a level of understanding though i still feel hes hesitant,"['dejection', 'exultation', 'triumph', 'stun', 'attachment', 'intimacy', 'vexation', 'dejection', 'unhappiness', 'horror']"
1028,i just feel so virtuous when we go on a fieldtrip,"['horror', 'crossness', 'irritation', 'tenderness', 'irritation', 'astound', 'exasperation', 'astound', 'irritation', 'joyfulness']"
1029,im not gonna lie i was kinda sad and down and feeling pretty lonely,"['joyfulness', 'terror', 'warmth', 'stun', 'horror', 'shock', 'astound', 'triumph', 'irritation', 'depression']"
1030,im feeling ecstatic about right now the classy ever after redesign project begins this week,"['tenderness', 'stun', 'flabbergast', 'warmth', 'annoyance', 'annoyance', 'tenderness', 'panic', 'alarm', 'exultation']"
1031,i feel could have been avoided with some blazes markers or cairns i was very annoyed at this point,"['terror', 'joyfulness', 'panic', 'triumph', 'intimacy', 'fright', 'warmth', 'terror', 'astound', 'annoyance']"
1032,i never told my boyfriend or his parents and i do remember feeling embarrassed and maybe even a little ashamed,"['exultation', 'fondness', 'intimacy', 'annoyance', 'shock', 'jubilation', 'attachment', 'panic', 'fright', 'regret']"
1033,i feel more aggravated and annoyed by their visits,"['shock', 'horror', 'dejection', 'fright', 'fondness', 'astound', 'triumph', 'fright', 'astound', 'crossness']"
1034,im feeling completely idiotic by not being ablo to contribute,"['stun', 'fright', 'exasperation', 'irritation', 'alarm', 'crossness', 'annoyance', 'stagger', 'attachment', 'unhappiness']"
1035,i aint happy im feeling glad i got sunshine in a bag im useless but not for long the future is coming on,"['fondness', 'stagger', 'unhappiness', 'shock', 'regret', 'astound', 'stun', 'attachment', 'horror', 'joyfulness']"
1036,i feel strong is that i dont let the anger win,"['astound', 'alarm', 'terror', 'sorrow', 'regret', 'exasperation', 'unhappiness', 'vexation', 'horror', 'exultation']"
1037,i always feel so helpless during times of disaster but i feel a little better knowing that even a few dollars can make a difference for someone in need,"['intimacy', 'vexation', 'triumph', 'tenderness', 'horror', 'panic', 'exasperation', 'intimacy', 'alarm', 'depression']"
1038,i honestly feel extremely shy to ask my friends to take pictures of me how vain must they think i am,"['intimacy', 'dejection', 'stun', 'jubilation', 'fondness', 'unhappiness', 'flabbergast', 'triumph', 'triumph', 'panic']"
1039,ill find that elusive second wind and feel more hopeful but today i am a href http www,"['stagger', 'alarm', 'intimacy', 'warmth', 'annoyance', 'vexation', 'astound', 'annoyance', 'alarm', 'joyfulness']"
1040,i feel intimidated nervous and overwhelmed and i shake like a leaf,"['unhappiness', 'stagger', 'warmth', 'tenderness', 'annoyance', 'stagger', 'intimacy', 'irritation', 'delight', 'horror']"
1041,i make myself feel useful by fucking a guy,"['vexation', 'alarm', 'annoyance', 'dejection', 'crossness', 'attachment', 'panic', 'vexation', 'stagger', 'delight']"
1042,i feel most inspired to create and ive been thinking a lot about inspiration this week,"['sorrow', 'fondness', 'horror', 'annoyance', 'stagger', 'stun', 'terror', 'fondness', 'fright', 'triumph']"
1043,i think most interactions in person are probably fine sufficiently respectful and polite that the ladies don t feel abused,"['horror', 'stagger', 'exultation', 'intimacy', 'stun', 'fondness', 'irritation', 'irritation', 'delight', 'regret']"
1044,im feeling extremely fabulous with my jacket and shoes aint no bitches gonna bring me down hahah,"['fright', 'stun', 'tenderness', 'dejection', 'fondness', 'irritation', 'irritation', 'terror', 'panic', 'jubilation']"
1045,ive have chosen to walk with jesus and maybe im feeling a bit miserable im going to suck it up and think about these three dudes,"['warmth', 'jubilation', 'astound', 'vexation', 'horror', 'irritation', 'exultation', 'attachment', 'stagger', 'dejection']"
1046,i had a good day but right now im feeling pretty irritable for no real reason meaning nothing significant happened to make me feel annoyed,"['stagger', 'exultation', 'unhappiness', 'fright', 'depression', 'shock', 'joyfulness', 'regret', 'intimacy', 'irritation', 'vexation']"
1047,i am feeling contented and pissed at the same time,"['depression', 'astound', 'unhappiness', 'depression', 'fright', 'shock', 'terror', 'fondness', 'depression', 'joyfulness']"
1048,i wonder if the homeowners would feel weird if i parked to gape at their landscaping,"['delight', 'delight', 'annoyance', 'warmth', 'vexation', 'horror', 'unhappiness', 'panic', 'terror', 'stagger']"
1049,i both feel impatience at the rate of loss and impressed at the same time,"['attachment', 'triumph', 'intimacy', 'terror', 'tenderness', 'exasperation', 'sorrow', 'crossness', 'tenderness', 'flabbergast']"
1050,im a big guy and ive gotten into some of the rigs that weve worked with to try them out and see what they feel like and let me tell you it was less than pleasant,"['attachment', 'tenderness', 'regret', 'panic', 'astound', 'attachment', 'terror', 'attachment', 'unhappiness', 'exultation']"
1051,i ran errands to buy cora a few newborn sized sleepers i had not previously made any newborn sized babies and went out to lunch to celebrate how great i was feeling i feel amazing no pain no pain meds and moving around almost completely normally at days out,"['fondness', 'depression', 'fondness', 'tenderness', 'exultation', 'terror', 'irritation', 'vexation', 'fondness', 'stun']"
1052,i really am not feeling child friendly,"['unhappiness', 'unhappiness', 'stun', 'unhappiness', 'panic', 'astound', 'intimacy', 'alarm', 'attachment', 'delight']"
1053,i feel furious with myself,"['regret', 'intimacy', 'joyfulness', 'depression', 'stun', 'triumph', 'unhappiness', 'stagger', 'delight', 'crossness']"
1054,i think or feel but like this person i am still amazed by them,"['unhappiness', 'warmth', 'exasperation', 'irritation', 'tenderness', 'delight', 'vexation', 'unhappiness', 'triumph', 'flabbergast']"
1055,i like to think i present myself and the life and times of the working mum to a good standard and if i ever do miss a apostrophe or miss spell a particular word please feel free to call me on it,"['crossness', 'stun', 'flabbergast', 'shock', 'irritation', 'annoyance', 'depression', 'annoyance', 'flabbergast', 'jubilation']"
1056,i don t feel i can ask him what feels like a dumb question,"['exasperation', 'astound', 'stun', 'flabbergast', 'shock', 'fright', 'panic', 'shock', 'delight', 'sorrow']"
1057,i feel proud to know several people that have deserved to be advanced for a while now and finally picked it up this time around or last time in a few peoples cases,"['unhappiness', 'alarm', 'vexation', 'shock', 'warmth', 'regret', 'tenderness', 'horror', 'tenderness', 'delight']"
1058,i give up from my goals if i feel them boring,"['delight', 'vexation', 'jubilation', 'vexation', 'delight', 'crossness', 'triumph', 'stun', 'annoyance', 'depression']"
1059,i was careful to make sure the characters featured you can feel sympathetic,"['stun', 'triumph', 'shock', 'fright', 'stun', 'delight', 'triumph', 'alarm', 'astound', 'warmth']"
1060,i didnt make it to my weight watchers meeting feeling guilty i made sure i had a healthy breakfast consisting of museli yoghurt and fruit,"['shock', 'tenderness', 'intimacy', 'stagger', 'delight', 'jubilation', 'intimacy', 'alarm', 'delight', 'regret']"
1061,i am feeling the tender spot on my foot when i flex it a certain way so it is back to wearing shoes all day for this cowboy,"['dejection', 'stagger', 'crossness', 'crossness', 'regret', 'jubilation', 'astound', 'fright', 'triumph', 'intimacy']"
1062,i know how that feels weird right,"['stagger', 'sorrow', 'regret', 'attachment', 'shock', 'stun', 'sorrow', 'joyfulness', 'depression', 'panic']"
1063,i thought yoga was supposed to make me feel tranquil peaceful and sculpt my legs into those of a greek goddess,"['regret', 'horror', 'stagger', 'sorrow', 'astound', 'intimacy', 'regret', 'alarm', 'stagger', 'jubilation']"
1064,i just feel its one of those things you dont talk about too much because then too many people come to know and then the plan doesnt taste as sweet nor does it feel like a plan,"['depression', 'stun', 'annoyance', 'annoyance', 'crossness', 'exultation', 'triumph', 'terror', 'jubilation', 'intimacy']"
1065,i left the theater i ran my hand sadly over the plush red backs of the seats in front of me feeling almost mournful that i wasnt going to be back for a long time,"['delight', 'tenderness', 'astound', 'jubilation', 'irritation', 'irritation', 'fright', 'exultation', 'annoyance', 'unhappiness']"
1066,i asked some girls what it meant to them to be valued and for the most part the response was that they felt valued when the people around them made them feel valued and treated them in a loving and caring manner,"['depression', 'irritation', 'annoyance', 'irritation', 'stun', 'astound', 'irritation', 'unhappiness', 'tenderness', 'triumph', 'delight']"
1067,i am feeling very petty right now,"['dejection', 'depression', 'shock', 'astound', 'shock', 'stagger', 'panic', 'fondness', 'unhappiness', 'irritation']"
1068,i wasn t the person who was helping i realized that it was i who inspired all these people to start charity work and i can t help but feel proud,"['alarm', 'exasperation', 'crossness', 'alarm', 'exasperation', 'irritation', 'sorrow', 'warmth', 'depression', 'jubilation']"
1069,i feel so amazingly overwhelming thrilled for my wedding,"['exasperation', 'flabbergast', 'flabbergast', 'irritation', 'regret', 'warmth', 'exasperation', 'fondness', 'depression', 'triumph']"
1070,i feel shame in a strange way,"['sorrow', 'annoyance', 'joyfulness', 'tenderness', 'annoyance', 'joyfulness', 'tenderness', 'irritation', 'dejection', 'stun']"
1071,i suspect much of the country feels after the tragic events of last week,"['stagger', 'horror', 'attachment', 'terror', 'exasperation', 'intimacy', 'joyfulness', 'joyfulness', 'vexation', 'sorrow', 'dejection']"
1072,i feel like that because for the most part i have accepted that this is a part of my life and that people will never changed,"['depression', 'joyfulness', 'shock', 'terror', 'panic', 'joyfulness', 'sorrow', 'flabbergast', 'fright', 'tenderness']"
1073,i find it relaxes me and i feel productive making food as the end product should taste nice and will satisfy myself and other people,"['annoyance', 'flabbergast', 'intimacy', 'exasperation', 'attachment', 'unhappiness', 'irritation', 'dejection', 'shock', 'triumph']"
1074,i feel that sometimes i ve been distracted and neglectful i am thankful that this is not about adding another box to check in my otherwise busy days,"['tenderness', 'attachment', 'shock', 'jubilation', 'depression', 'regret', 'jubilation', 'panic', 'sorrow', 'exasperation']"
1075,i feel about these individuals but that opening line shows how inadequate simple words can be,"['triumph', 'horror', 'triumph', 'triumph', 'jubilation', 'tenderness', 'fondness', 'irritation', 'panic', 'unhappiness']"
1076,ive been too deep down in the swamps swimming in muddy waters tortured by fear feeling lonely and lost,"['alarm', 'vexation', 'alarm', 'fondness', 'delight', 'vexation', 'alarm', 'crossness', 'alarm', 'depression']"
1077,i didn t feel talented at anything i was doing and eventually wasn t putting fully into it,"['horror', 'warmth', 'flabbergast', 'irritation', 'tenderness', 'stun', 'crossness', 'panic', 'attachment', 'joyfulness']"
1078,i read her blog is that i feel that shes one person who doesnt care how people look at her and believes in being herself no matter how bitchy annoying or self centered that may seem to people,"['attachment', 'dejection', 'intimacy', 'triumph', 'stun', 'terror', 'exultation', 'intimacy', 'alarm', 'vexation']"
1079,i am sat here feeling mightily distracted and not wanting to write the next scene of my nano just yet rape torture bad stuff,"['terror', 'delight', 'alarm', 'joyfulness', 'delight', 'intimacy', 'delight', 'regret', 'astound', 'irritation']"
1080,i came across something which made me feel lousy,"['jubilation', 'fondness', 'triumph', 'intimacy', 'attachment', 'flabbergast', 'astound', 'stagger', 'stagger', 'depression']"
1081,i love rides but wasnt feeling too hot this day,"['regret', 'triumph', 'exultation', 'joyfulness', 'irritation', 'depression', 'terror', 'triumph', 'delight', 'tenderness']"
1082,i feel bothered by any of these things i open a door,"['tenderness', 'delight', 'triumph', 'delight', 'dejection', 'sorrow', 'jubilation', 'shock', 'warmth', 'annoyance']"
1083,i found myself feeling nostalgic as i thought about the temporarily abandoned little bishop chronicles,"['regret', 'irritation', 'astound', 'crossness', 'triumph', 'unhappiness', 'exasperation', 'jubilation', 'exultation', 'tenderness']"
1084,i forgive myself that i have accepted and allowed myself to think that as i am writing this blog that someone will feel sorry for me give me some sympathy and tell me i am right,"['jubilation', 'triumph', 'fondness', 'vexation', 'horror', 'warmth', 'exasperation', 'stun', 'alarm', 'regret']"
1085,i feel irritable about the number of people that came into our office whining about their own circumstances i realize im not practicing thinking about the good things and i find it a better way to pull yourself into the present,"['depression', 'joyfulness', 'fondness', 'stagger', 'panic', 'shock', 'unhappiness', 'joyfulness', 'sorrow', 'crossness']"
1086,i am only too well aware of the strength of feeling that this house holds about the tragic and needless deaths of so many men women and children,"['intimacy', 'shock', 'crossness', 'jubilation', 'annoyance', 'tenderness', 'fright', 'warmth', 'irritation', 'unhappiness']"
1087,i feel for all of you who have been supporting me is so extreme there would be no way to put a number value on it,"['fondness', 'horror', 'regret', 'sorrow', 'flabbergast', 'stun', 'sorrow', 'horror', 'horror', 'delight']"
1088,i feel such duties are unimportant to our profession i just am not qualified to discuss all of them,"['stun', 'triumph', 'flabbergast', 'astound', 'stun', 'terror', 'horror', 'delight', 'attachment', 'dejection']"
1089,i do feel proud and happy and also very grateful to all who read me,"['fright', 'flabbergast', 'stagger', 'depression', 'dejection', 'exasperation', 'astound', 'sorrow', 'stagger', 'joyfulness']"
1090,i feel shaky from the battering of emotions but im still standing,"['intimacy', 'jubilation', 'depression', 'astound', 'warmth', 'vexation', 'joyfulness', 'jubilation', 'stagger', 'panic']"
1091,i feel like being all stubborn and stingy,"['horror', 'depression', 'astound', 'panic', 'unhappiness', 'triumph', 'terror', 'horror', 'joyfulness', 'crossness']"
1092,i been that i feel like i can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos,"['panic', 'exultation', 'shock', 'shock', 'jubilation', 'flabbergast', 'joyfulness', 'annoyance', 'fright', 'intimacy']"
1093,i reread for comfort the familiarity of a book whose plot i already know is easier to deal with when im feeling stressed than a new to me book with all its unknowns,"['flabbergast', 'warmth', 'irritation', 'shock', 'warmth', 'stagger', 'shock', 'joyfulness', 'fondness', 'unhappiness']"
1094,i love it but sometimes i feel exhausted,"['astound', 'warmth', 'shock', 'vexation', 'fright', 'stagger', 'vexation', 'panic', 'attachment', 'unhappiness']"
1095,im sorry i feel so uncertain about it,"['crossness', 'sorrow', 'sorrow', 'intimacy', 'regret', 'stagger', 'flabbergast', 'irritation', 'depression', 'horror']"
1096,im feeling crappy ill fish for compliments like any other girl,"['tenderness', 'stun', 'astound', 'attachment', 'tenderness', 'fright', 'exultation', 'tenderness', 'intimacy', 'dejection']"
1097,i am asleep i would feel no pain but that violent act would be completely unjustified all the same,"['triumph', 'unhappiness', 'shock', 'terror', 'attachment', 'fright', 'unhappiness', 'dejection', 'joyfulness', 'crossness']"
1098,i feel burdened and stuck in the center of a dark tunnel,"['stagger', 'warmth', 'triumph', 'fondness', 'panic', 'tenderness', 'shock', 'warmth', 'irritation', 'regret']"
1099,i know their feelings are very real and not petty but neither are mine here,"['jubilation', 'alarm', 'shock', 'terror', 'stagger', 'exultation', 'unhappiness', 'depression', 'triumph', 'vexation']"
1100,i would look up at the sky scrapers and feel amazed that this little girl from montana was there,"['depression', 'annoyance', 'jubilation', 'jubilation', 'tenderness', 'dejection', 'alarm', 'sorrow', 'exasperation', 'stagger']"
1101,i don t want to i feel irritated,"['joyfulness', 'unhappiness', 'panic', 'fondness', 'panic', 'stagger', 'attachment', 'shock', 'sorrow', 'exasperation']"
1102,i feel like i look like a miserable heap,"['flabbergast', 'fright', 'warmth', 'exultation', 'fright', 'terror', 'triumph', 'vexation', 'fright', 'depression']"
1103,i really feel like i am useless in this world,"['delight', 'terror', 'crossness', 'delight', 'stagger', 'flabbergast', 'fondness', 'attachment', 'delight', 'sorrow']"
1104,im definitely not feeling fearful or anything right now,"['triumph', 'depression', 'joyfulness', 'regret', 'flabbergast', 'tenderness', 'crossness', 'irritation', 'depression', 'panic']"
1105,im now on day two of the plan and im feeling positive,"['sorrow', 'horror', 'terror', 'fondness', 'crossness', 'terror', 'tenderness', 'fondness', 'warmth', 'jubilation']"
1106,im feeling really terrible about it because my journaling has also come to a screeching halt as well,"['astound', 'vexation', 'annoyance', 'terror', 'joyfulness', 'flabbergast', 'tenderness', 'irritation', 'attachment', 'dejection']"
1107,i feel as if today was a positive gift delivered to us teachers on a very stressful week,"['exasperation', 'warmth', 'astound', 'shock', 'stun', 'warmth', 'annoyance', 'intimacy', 'annoyance', 'jubilation', 'joyfulness']"
1108,i have been feeling shaky this morning after taking them as well,"['intimacy', 'shock', 'delight', 'regret', 'vexation', 'dejection', 'stagger', 'exasperation', 'exasperation', 'horror']"
1109,i feel like they rushed the relationship,"['alarm', 'unhappiness', 'jubilation', 'tenderness', 'shock', 'astound', 'stagger', 'regret', 'shock', 'exasperation']"
1110,i maintain that these feelings should be repressed not expressed,"['delight', 'delight', 'shock', 'fondness', 'warmth', 'flabbergast', 'vexation', 'flabbergast', 'flabbergast', 'unhappiness']"
1111,i have found myself overwhelmed with jealousy and self contempt and i have found myself feeling this towards the lives of my sweet friends and acquaintances as portrayed on social media,"['stagger', 'astound', 'alarm', 'dejection', 'terror', 'exultation', 'astound', 'terror', 'fright', 'fondness']"
1112,i feel last time ure the one that feel paranoid,"['exultation', 'vexation', 'annoyance', 'exultation', 'shock', 'flabbergast', 'annoyance', 'vexation', 'attachment', 'horror']"
1113,i know how it feels to be tortured,"['sorrow', 'terror', 'stun', 'regret', 'exultation', 'exultation', 'panic', 'unhappiness', 'delight', 'crossness']"
1114,i will tell you that i am feeling quite invigorated,"['flabbergast', 'regret', 'regret', 'irritation', 'depression', 'tenderness', 'flabbergast', 'crossness', 'astound', 'exultation']"
1115,i vented my feelings towards the pathetic excuse of a communicat,"['exasperation', 'triumph', 'tenderness', 'exasperation', 'panic', 'stun', 'crossness', 'crossness', 'warmth', 'depression']"
1116,i fancied the terrains there and feel keen to go there again,"['terror', 'stagger', 'depression', 'attachment', 'unhappiness', 'tenderness', 'fright', 'unhappiness', 'stun', 'jubilation']"
1117,i feel your prescence a gentle touch,"['irritation', 'terror', 'dejection', 'vexation', 'regret', 'triumph', 'sorrow', 'regret', 'dejection', 'warmth', 'tenderness']"
1118,i am still feeling a bit dull from the loss of sleep and am trying to sleep in each morning as possible,"['warmth', 'exasperation', 'tenderness', 'triumph', 'fright', 'exultation', 'annoyance', 'joyfulness', 'fondness', 'regret']"
1119,i would feel so i don t know maybe a little resentful,"['fondness', 'depression', 'panic', 'alarm', 'flabbergast', 'flabbergast', 'delight', 'dejection', 'regret', 'crossness']"
1120,i first started using this i did not like it because i felt like it made my hair feel very dirty even though i had just washed my hair,"['crossness', 'intimacy', 'fondness', 'warmth', 'stun', 'fondness', 'shock', 'warmth', 'terror', 'depression', 'sorrow']"
1121,i look at their situation and feel so so jealous that i almost cant bear it,"['depression', 'terror', 'sorrow', 'alarm', 'jubilation', 'fondness', 'stun', 'fondness', 'shock', 'exasperation']"
